Age,Income,Spending_Score,Engagement_Level,Purchase_Frequency,Product_Category,Customer_Segment,Met_Target
34,122804,27.33,1,38,Furniture,Medium-Value,0
58,149863,92.47,6,26,Groceries,Low-Value,1
29,86708,35.42,7,17,Electronics,High-Value,0
52,78232,66.17,9,5,Groceries,High-Value,1
60,113450,99.95,3,49,Clothing,Medium-Value,1
18,106437,26.31,2,33,Groceries,High-Value,1
62,126311,57.61,5,27,Beauty,Low-Value,0
32,54409,69.64,1,5,Electronics,Low-Value,1
43,135159,16.46,6,37,Electronics,Medium-Value,1
54,39324,14.87,9,7,Furniture,High-Value,1
38,28738,45.63,9,48,Clothing,Low-Value,0
66,123030,38.58,7,18,Furniture,Medium-Value,0
48,130093,71.42,7,31,Groceries,High-Value,1
42,44054,6.95,8,6,Beauty,High-Value,0
40,49709,97.22,2,2,Beauty,Low-Value,0
41,129321,1.43,6,13,Beauty,Low-Value,1
55,105643,60.13,5,42,Beauty,Low-Value,1
45,148805,56.26,5,11,Clothing,Medium-Value,1
38,20363,13.47,3,26,Groceries,High-Value,0
60,30358,15.09,3,21,Beauty,Medium-Value,0
35,121613,79.27,6,2,Electronics,High-Value,1
53,135233,88.76,7,40,Groceries,Medium-Value,1
52,23240,28.3,1,20,Clothing,Medium-Value,1
62,92201,43.8,3,17,Beauty,Low-Value,0
26,65689,35.5,1,16,Clothing,Low-Value,1
55,21936,7.25,3,42,Beauty,Low-Value,0
47,132272,67.32,5,5,Electronics,Low-Value,1
61,111074,82.52,9,14,Groceries,Low-Value,1
51,63965,30.49,3,24,Electronics,Low-Value,0
49,97534,99.02,9,4,Beauty,Medium-Value,1
20,20882,7.59,1,48,Furniture,Medium-Value,0
20,40224,66.18,6,24,Groceries,Low-Value,1
45,125227,44.82,9,47,Clothing,Medium-Value,1
61,143750,44.66,5,9,Beauty,Medium-Value,0
32,139299,45.76,2,3,Electronics,Medium-Value,1
58,145865,25.87,5,9,Furniture,Medium-Value,0
40,132012,71.56,1,18,Beauty,Medium-Value,0
57,143745,72.16,9,36,Clothing,High-Value,1
28,50825,28.24,9,19,Electronics,Low-Value,1
65,90740,83.53,6,24,Groceries,Low-Value,1
49,48885,31.68,9,4,Furniture,Low-Value,1
53,60056,72.51,3,9,Beauty,Medium-Value,0
50,23203,12.1,4,33,Beauty,Low-Value,0
41,80241,16.87,6,1,Beauty,Medium-Value,0
56,22244,31.58,4,35,Beauty,Low-Value,0
51,118322,59.39,1,10,Electronics,Medium-Value,1
45,135329,64.55,7,12,Groceries,Medium-Value,1
54,88619,39.64,5,18,Clothing,Low-Value,1
24,41584,7.78,8,14,Furniture,Medium-Value,1
21,28521,37.36,9,10,Beauty,High-Value,0
54,70017,68.88,5,10,Beauty,Medium-Value,1
18,53541,67.1,8,18,Groceries,Low-Value,0
18,49063,16.02,1,24,Groceries,High-Value,0
64,90268,0.78,1,1,Electronics,Low-Value,0
37,145234,75.3,7,30,Electronics,Medium-Value,1
36,146218,10.64,6,15,Electronics,Low-Value,1
46,138206,8.23,5,8,Furniture,High-Value,1
27,84952,0.27,5,35,Electronics,Low-Value,0
35,113054,43.26,9,18,Beauty,Low-Value,1
45,59563,50.33,1,41,Electronics,High-Value,1
52,59752,63.77,8,16,Furniture,Medium-Value,1
60,115233,29.61,2,21,Electronics,Medium-Value,0
64,22567,71.04,7,15,Electronics,Low-Value,0
48,36121,16.93,6,5,Beauty,Medium-Value,1
44,21674,83.2,2,45,Beauty,High-Value,0
28,96411,57.18,3,7,Beauty,Medium-Value,1
66,129876,58.39,4,48,Electronics,High-Value,1
66,86275,20.98,7,7,Beauty,High-Value,1
55,87081,7.41,8,27,Groceries,Medium-Value,0
22,49140,46.47,2,25,Clothing,Low-Value,0
25,145139,61.56,8,22,Clothing,Low-Value,1
51,29327,9.5,9,48,Beauty,Low-Value,1
65,90663,95.05,7,13,Furniture,Medium-Value,1
69,43331,98.04,1,17,Beauty,High-Value,0
29,43004,54.55,6,41,Beauty,Medium-Value,0
55,127369,95.01,8,44,Electronics,High-Value,1
18,139243,17.94,5,13,Furniture,High-Value,1
48,30492,2.54,2,26,Beauty,High-Value,0
21,74797,3.94,5,9,Groceries,High-Value,0
66,78095,58.75,8,5,Clothing,Medium-Value,0
62,33749,6.16,2,39,Groceries,High-Value,0
67,83217,95.85,1,33,Groceries,Medium-Value,0
22,109044,14.19,4,4,Groceries,Medium-Value,0
47,29045,30.47,4,28,Furniture,Medium-Value,0
41,40116,82.25,9,26,Furniture,Medium-Value,1
20,38667,21.87,3,4,Furniture,Low-Value,1
28,95057,24.3,4,16,Clothing,Medium-Value,0
62,94205,64.23,3,37,Electronics,Low-Value,1
21,47302,27.61,2,22,Beauty,Low-Value,0
43,31283,21.74,4,36,Beauty,Medium-Value,0
44,50935,25.42,8,38,Electronics,High-Value,0
63,92534,49.06,1,35,Beauty,Medium-Value,1
60,114342,96.61,8,25,Groceries,Low-Value,1
44,51624,83.22,8,8,Clothing,High-Value,1
59,33440,28.46,3,17,Beauty,High-Value,0
68,131001,36.34,6,18,Clothing,High-Value,1
67,66501,46.45,4,12,Electronics,Medium-Value,1
23,107333,97.89,1,33,Beauty,Low-Value,1
32,21269,17.24,1,23,Clothing,Low-Value,0
47,27868,35.75,5,12,Groceries,Medium-Value,1
59,50251,72.94,8,11,Groceries,Low-Value,1
54,97909,96.39,1,13,Electronics,Low-Value,1
54,104523,15.57,2,35,Furniture,High-Value,1
59,58729,22.74,7,27,Beauty,Medium-Value,1
54,35734,22.57,8,25,Groceries,Low-Value,0
52,62429,2.09,3,40,Groceries,Low-Value,0
40,61337,60.41,8,3,Electronics,Low-Value,0
23,60325,67.07,1,49,Groceries,Low-Value,1
21,103600,60.25,9,25,Beauty,Medium-Value,1
35,82514,7.13,2,45,Electronics,Low-Value,0
26,28433,6.92,2,10,Clothing,High-Value,0
66,133957,21.04,4,17,Electronics,High-Value,0
46,29111,29.03,3,3,Beauty,Medium-Value,0
30,123986,78.65,4,45,Beauty,Medium-Value,1
64,83753,15.94,6,22,Clothing,Low-Value,0
69,133783,4.41,7,38,Electronics,Medium-Value,1
34,100583,39.4,5,14,Beauty,Medium-Value,1
62,93620,41.64,2,27,Beauty,Medium-Value,1
49,41751,45.09,3,42,Clothing,Low-Value,0
65,36453,82.69,3,20,Furniture,Low-Value,0
39,105844,9.8,5,48,Electronics,Low-Value,1
21,58968,70.39,5,18,Beauty,Medium-Value,1
22,50077,33.79,4,13,Groceries,Medium-Value,1
54,128582,31.0,8,42,Clothing,Medium-Value,1
58,54775,93.25,6,6,Furniture,Medium-Value,1
66,78144,24.85,6,10,Furniture,Low-Value,1
30,68570,64.25,1,37,Clothing,High-Value,0
51,66097,27.51,6,29,Furniture,Medium-Value,0
62,44503,50.71,3,6,Beauty,Low-Value,0
39,22779,78.63,6,39,Furniture,Medium-Value,0
40,106840,88.17,6,11,Electronics,Medium-Value,1
68,20755,83.87,2,48,Groceries,Low-Value,1
20,59263,58.22,1,25,Beauty,Medium-Value,0
59,128491,24.88,3,44,Clothing,High-Value,0
51,75087,66.12,5,44,Groceries,Low-Value,1
49,62281,70.99,4,30,Beauty,Medium-Value,1
62,71482,1.07,7,20,Groceries,Low-Value,0
68,74857,43.92,4,37,Furniture,High-Value,0
66,142989,84.33,8,16,Clothing,Low-Value,1
38,37400,48.96,7,31,Clothing,Low-Value,0
63,60115,31.14,9,29,Electronics,Medium-Value,0
61,34249,87.18,1,6,Furniture,Low-Value,0
38,133183,15.59,5,29,Electronics,Low-Value,1
61,66825,20.64,4,32,Electronics,Low-Value,0
28,130361,68.74,6,9,Furniture,Low-Value,1
56,44600,35.24,1,37,Beauty,Low-Value,0
21,57706,71.3,6,23,Electronics,High-Value,1
68,39222,15.77,1,16,Groceries,High-Value,0
18,119041,25.23,1,18,Beauty,Medium-Value,1
45,124504,15.66,8,19,Furniture,Medium-Value,1
41,61139,95.29,2,44,Clothing,Medium-Value,1
52,134919,40.54,6,2,Beauty,Low-Value,1
30,136605,33.72,6,10,Electronics,Low-Value,0
64,61302,1.42,6,12,Groceries,Medium-Value,0
51,114684,15.34,8,46,Furniture,Low-Value,1
28,107838,42.11,4,18,Clothing,Medium-Value,0
53,88159,6.85,3,19,Groceries,Medium-Value,1
68,28646,51.07,6,38,Clothing,Medium-Value,1
34,33543,45.5,4,37,Furniture,High-Value,0
52,114496,76.72,2,27,Beauty,Medium-Value,1
35,148212,65.98,6,48,Electronics,High-Value,1
57,42785,44.59,5,14,Furniture,Medium-Value,0
39,98353,22.47,9,45,Groceries,Low-Value,1
41,51406,72.69,6,34,Beauty,Medium-Value,1
36,108992,70.79,3,2,Clothing,Medium-Value,1
54,71428,15.33,5,44,Beauty,Medium-Value,0
56,43777,91.48,8,33,Beauty,Medium-Value,1
38,77939,6.44,9,19,Groceries,Low-Value,0
25,73026,5.5,8,27,Electronics,High-Value,1
45,106450,18.74,3,48,Beauty,High-Value,0
22,49553,90.95,9,30,Beauty,Medium-Value,1
34,43548,52.0,3,7,Electronics,Low-Value,0
54,83221,78.79,8,27,Electronics,High-Value,1
53,57265,22.78,9,21,Clothing,Medium-Value,1
36,145549,49.02,7,7,Clothing,Low-Value,1
44,60701,35.83,4,48,Electronics,Medium-Value,0
51,71287,82.78,9,25,Furniture,Medium-Value,0
28,26727,2.26,3,38,Electronics,Low-Value,0
62,130460,24.38,3,18,Clothing,Medium-Value,0
64,70717,15.26,2,33,Groceries,Medium-Value,0
29,52427,85.92,3,33,Groceries,Medium-Value,0
38,36692,46.75,1,32,Beauty,Low-Value,0
28,51625,40.42,4,25,Groceries,Low-Value,1
56,44918,44.95,8,14,Clothing,Low-Value,1
45,126931,97.19,5,38,Groceries,Low-Value,1
22,61136,85.03,2,38,Furniture,Low-Value,1
34,134826,70.64,3,4,Electronics,Medium-Value,0
37,134881,29.05,1,44,Electronics,Low-Value,1
58,72409,16.52,2,18,Clothing,Low-Value,1
63,35577,92.14,1,10,Beauty,Low-Value,1
29,105155,42.31,2,35,Electronics,Low-Value,0
23,131776,27.88,3,35,Groceries,Medium-Value,0
34,119246,47.09,1,40,Furniture,Medium-Value,0
68,122924,91.78,9,23,Beauty,Low-Value,1
36,146759,38.71,5,25,Beauty,Low-Value,1
43,140408,56.26,8,1,Beauty,Medium-Value,1
65,101731,80.3,5,18,Electronics,Low-Value,1
61,47689,42.71,8,15,Beauty,High-Value,0
61,31154,23.35,7,25,Clothing,Medium-Value,1
69,124657,99.45,4,32,Groceries,Low-Value,1
49,114948,95.66,7,20,Furniture,Medium-Value,1
23,41341,84.35,6,17,Groceries,Medium-Value,1
53,117554,68.84,3,11,Clothing,Low-Value,1
55,94681,29.49,9,13,Clothing,Low-Value,0
28,127798,91.34,9,25,Groceries,Medium-Value,1
50,66330,27.56,5,20,Electronics,High-Value,0
41,138069,80.08,8,25,Clothing,Low-Value,1
40,107759,91.83,7,42,Beauty,Medium-Value,1
32,88416,60.3,9,45,Furniture,Low-Value,1
44,145067,80.31,7,49,Furniture,Medium-Value,1
28,106807,79.17,4,31,Clothing,Medium-Value,1
68,53313,19.32,4,1,Beauty,Medium-Value,0
67,66900,66.79,8,16,Groceries,Medium-Value,1
34,98840,9.35,6,48,Furniture,Low-Value,1
68,54695,50.79,9,28,Beauty,Medium-Value,0
31,50225,16.22,7,21,Beauty,Low-Value,1
44,106072,41.63,7,30,Electronics,Medium-Value,1
35,116367,83.3,4,3,Clothing,High-Value,1
45,69156,98.72,3,34,Beauty,Medium-Value,0
68,97209,31.8,8,6,Groceries,Low-Value,1
64,107453,53.2,7,43,Furniture,Medium-Value,1
64,47829,51.13,4,29,Electronics,Medium-Value,0
21,100908,95.44,4,3,Groceries,High-Value,1
24,45938,47.86,1,33,Furniture,Low-Value,0
62,79164,69.91,7,11,Clothing,Medium-Value,0
52,74530,92.18,1,45,Groceries,Low-Value,1
65,140921,37.34,4,5,Furniture,Low-Value,0
26,88199,90.21,3,32,Electronics,Low-Value,1
25,80282,91.75,3,47,Furniture,Low-Value,1
69,67801,93.07,1,18,Beauty,Low-Value,0
62,29465,27.04,4,47,Electronics,Low-Value,0
34,23326,40.04,1,20,Groceries,Low-Value,0
34,23659,87.04,8,39,Clothing,Medium-Value,1
66,80289,35.92,1,49,Electronics,Medium-Value,0
50,47594,60.03,6,40,Electronics,High-Value,1
49,135819,11.81,7,28,Electronics,Medium-Value,0
25,24763,5.63,2,13,Furniture,High-Value,0
36,108657,41.2,4,26,Beauty,Medium-Value,0
55,30828,57.89,3,16,Clothing,Low-Value,0
20,67588,39.27,9,25,Clothing,Medium-Value,0
22,31221,57.77,7,10,Beauty,Medium-Value,0
30,31211,51.51,2,29,Furniture,Medium-Value,1
64,33569,68.57,6,46,Furniture,High-Value,0
63,116894,64.95,9,38,Beauty,Medium-Value,1
48,57860,42.42,3,20,Beauty,Medium-Value,1
33,91558,42.5,6,26,Groceries,High-Value,1
67,65337,14.08,3,32,Furniture,Medium-Value,1
49,72311,51.32,3,39,Electronics,Low-Value,0
39,33515,58.72,4,38,Clothing,Medium-Value,0
46,91695,47.65,9,49,Furniture,Medium-Value,1
39,142006,32.57,8,24,Beauty,Medium-Value,1
60,131527,72.16,1,31,Electronics,High-Value,1
20,126749,7.47,1,40,Groceries,Low-Value,0
27,107227,91.44,7,12,Groceries,Medium-Value,1
59,44904,2.06,3,36,Electronics,High-Value,1
38,79935,96.24,7,10,Electronics,Medium-Value,0
33,63790,46.24,9,6,Beauty,Low-Value,1
29,88580,41.27,3,7,Beauty,Low-Value,1
19,95148,25.64,3,31,Clothing,Medium-Value,1
58,25636,1.01,2,27,Clothing,Low-Value,0
41,97129,27.48,1,8,Groceries,High-Value,0
52,134483,10.94,9,3,Electronics,Low-Value,1
47,22892,65.98,6,40,Groceries,Medium-Value,0
47,41672,31.91,6,47,Beauty,Low-Value,0
64,25812,76.72,8,21,Furniture,Medium-Value,1
52,116621,20.69,5,1,Beauty,Medium-Value,0
36,148177,90.02,9,45,Furniture,Low-Value,1
67,20654,52.3,5,15,Electronics,Medium-Value,0
25,74633,11.45,2,7,Electronics,Low-Value,0
43,37143,40.08,6,15,Electronics,Medium-Value,1
66,75934,20.68,9,25,Clothing,Medium-Value,1
57,87334,19.97,3,3,Clothing,Low-Value,0
24,123463,50.64,4,30,Furniture,Low-Value,1
47,145851,67.19,8,14,Groceries,Medium-Value,1
24,49087,91.16,6,4,Groceries,Low-Value,1
20,31618,50.22,7,36,Furniture,Low-Value,0
18,28446,96.58,7,3,Clothing,Medium-Value,1
53,107182,94.16,4,5,Beauty,Low-Value,1
42,122127,86.51,6,25,Furniture,Medium-Value,1
54,68867,50.0,9,31,Groceries,Medium-Value,1
18,71028,14.09,3,11,Furniture,Low-Value,0
32,80101,21.79,8,8,Furniture,Low-Value,0
54,47200,64.77,7,26,Electronics,Medium-Value,0
30,115107,42.18,4,2,Clothing,Low-Value,1
57,108074,14.68,3,28,Electronics,Low-Value,0
25,126091,47.9,7,48,Clothing,Medium-Value,1
22,81465,1.74,9,10,Furniture,Medium-Value,1
26,129500,73.39,3,39,Clothing,Low-Value,0
18,106436,7.36,9,37,Groceries,Medium-Value,1
53,138422,62.91,8,39,Electronics,Medium-Value,1
52,144124,79.3,3,21,Furniture,Medium-Value,1
19,107892,13.26,8,28,Groceries,Medium-Value,0
57,108559,51.86,4,38,Clothing,High-Value,1
40,140044,77.91,6,33,Clothing,Low-Value,1
26,59148,26.06,2,11,Groceries,Low-Value,0
51,102928,16.29,8,45,Clothing,Low-Value,0
63,40698,33.68,9,44,Electronics,Low-Value,0
31,62470,55.47,7,1,Beauty,Low-Value,1
21,112071,57.53,8,47,Clothing,Low-Value,1
47,71660,13.09,7,33,Furniture,Medium-Value,0
48,73910,45.76,4,3,Clothing,Low-Value,0
55,55450,26.83,1,26,Furniture,Medium-Value,0
28,76463,84.2,3,15,Clothing,Low-Value,1
52,53757,31.36,7,41,Clothing,High-Value,0
25,98012,83.87,7,14,Furniture,Medium-Value,1
20,126750,42.86,3,23,Electronics,Medium-Value,0
31,147043,72.66,1,8,Beauty,High-Value,0
30,90247,51.01,9,36,Beauty,High-Value,1
62,92015,62.2,6,20,Electronics,Medium-Value,1
49,51390,39.54,7,6,Clothing,Low-Value,0
51,76116,76.82,1,33,Beauty,Medium-Value,0
62,33161,42.52,1,28,Electronics,Medium-Value,0
36,52152,45.75,4,38,Electronics,Low-Value,1
55,100171,51.77,7,30,Beauty,Low-Value,1
33,126379,83.18,8,46,Furniture,Low-Value,1
19,115833,65.94,9,43,Groceries,Low-Value,1
57,40836,34.92,1,17,Furniture,Low-Value,0
34,110367,67.03,4,9,Clothing,Medium-Value,1
51,86543,64.24,4,28,Furniture,Low-Value,1
59,75648,93.1,3,7,Groceries,Medium-Value,1
33,46331,84.14,7,46,Groceries,Medium-Value,1
55,125992,64.74,1,28,Electronics,Medium-Value,1
19,30763,34.15,9,17,Clothing,High-Value,1
19,89444,77.96,8,40,Electronics,Low-Value,1
43,113109,57.52,2,48,Furniture,High-Value,1
30,39187,98.53,2,44,Furniture,Low-Value,1
64,31957,24.75,8,44,Beauty,High-Value,0
48,24379,7.97,1,5,Electronics,Low-Value,0
51,47959,6.99,7,5,Electronics,Medium-Value,0
56,102018,64.0,9,14,Electronics,Low-Value,1
20,143076,93.93,3,6,Electronics,Medium-Value,1
25,47105,0.19,7,7,Groceries,Low-Value,0
40,20877,72.58,6,17,Beauty,Medium-Value,1
31,68353,65.71,7,9,Clothing,Medium-Value,0
44,103788,73.23,7,31,Clothing,High-Value,1
46,116870,35.54,1,22,Clothing,Medium-Value,1
56,104585,82.05,3,45,Groceries,Medium-Value,1
56,103308,4.47,1,9,Beauty,Low-Value,1
18,71567,75.54,5,16,Beauty,Medium-Value,0
34,77913,26.71,3,36,Groceries,Low-Value,0
58,22637,47.68,1,34,Electronics,High-Value,1
47,92778,82.26,2,45,Furniture,Low-Value,0
30,62025,27.14,5,13,Electronics,Medium-Value,0
38,126917,18.52,3,19,Clothing,Medium-Value,0
36,121187,68.13,6,12,Electronics,Low-Value,1
36,119508,53.34,9,36,Groceries,Medium-Value,1
42,102464,51.44,6,10,Clothing,Low-Value,1
39,48742,25.68,2,16,Furniture,Low-Value,0
48,31831,3.49,2,28,Clothing,High-Value,0
34,133768,41.03,8,19,Electronics,Low-Value,1
40,135911,10.66,8,40,Beauty,Medium-Value,1
49,105092,90.6,6,6,Beauty,Medium-Value,1
27,110879,4.13,7,4,Beauty,Medium-Value,1
27,108370,43.17,1,30,Clothing,Low-Value,0
53,146537,5.22,9,39,Beauty,Medium-Value,1
25,66762,9.55,5,31,Groceries,Low-Value,0
69,124824,65.89,9,46,Furniture,Medium-Value,1
37,118958,64.71,2,27,Beauty,High-Value,1
49,108741,3.31,8,45,Groceries,Low-Value,1
67,38830,0.11,7,21,Groceries,Medium-Value,0
31,75044,7.88,4,37,Clothing,Low-Value,1
67,93948,76.3,3,9,Clothing,Low-Value,0
45,89202,58.46,4,35,Furniture,Low-Value,1
63,57045,3.81,4,42,Furniture,Low-Value,0
69,106322,48.81,8,47,Electronics,Low-Value,1
41,137257,71.2,4,21,Furniture,Low-Value,1
32,91051,86.9,5,17,Clothing,Medium-Value,1
39,127509,93.4,2,24,Groceries,Low-Value,1
47,46627,32.74,4,31,Electronics,Low-Value,1
21,35198,13.58,7,6,Furniture,Low-Value,1
30,89521,23.69,3,35,Groceries,Medium-Value,0
40,131439,77.62,1,37,Clothing,Low-Value,1
25,126471,97.15,8,13,Beauty,High-Value,1
35,49475,46.64,8,25,Electronics,Low-Value,1
29,125752,30.54,6,32,Groceries,Low-Value,0
48,138998,42.92,7,1,Clothing,Low-Value,0
31,39403,30.48,2,49,Clothing,Low-Value,0
51,23681,25.65,5,35,Electronics,Medium-Value,1
35,111555,59.38,7,19,Electronics,Medium-Value,1
51,138884,1.57,9,12,Furniture,Low-Value,1
28,113122,25.96,1,40,Furniture,Low-Value,1
58,135260,66.14,3,40,Electronics,Low-Value,1
29,62292,3.21,6,47,Electronics,High-Value,1
66,123057,8.32,7,43,Groceries,High-Value,0
32,125386,29.34,6,20,Furniture,Medium-Value,1
48,122306,87.78,1,33,Clothing,Medium-Value,0
66,25629,76.49,4,29,Furniture,High-Value,0
46,113246,2.22,6,16,Furniture,Medium-Value,0
43,115864,50.17,8,14,Electronics,High-Value,1
35,97814,27.47,4,7,Electronics,Medium-Value,1
49,28417,64.86,7,6,Furniture,Low-Value,1
39,138888,72.16,3,21,Beauty,Medium-Value,1
55,54765,86.29,8,36,Beauty,Medium-Value,0
34,94499,47.54,1,22,Furniture,Medium-Value,0
40,134088,99.45,4,40,Beauty,Low-Value,1
41,76574,98.0,8,19,Furniture,Medium-Value,1
67,122828,88.22,4,25,Electronics,Low-Value,1
25,110545,57.49,2,3,Electronics,Low-Value,1
58,148206,39.8,2,36,Electronics,Medium-Value,0
23,47675,36.44,4,45,Clothing,Medium-Value,0
22,145609,1.21,4,34,Electronics,Medium-Value,1
61,121711,24.92,2,11,Electronics,High-Value,0
46,92267,71.88,7,48,Furniture,Medium-Value,1
45,60563,60.36,6,42,Beauty,Medium-Value,1
28,31332,91.64,3,47,Beauty,Medium-Value,0
18,143745,5.0,8,27,Electronics,Low-Value,1
60,39177,15.53,8,42,Electronics,High-Value,1
36,109254,78.92,1,2,Electronics,Low-Value,1
26,88447,35.85,3,6,Furniture,Medium-Value,1
44,77104,11.83,5,46,Furniture,Low-Value,0
51,104335,99.65,2,2,Furniture,Low-Value,1
61,134938,78.73,5,42,Beauty,Low-Value,1
21,100730,40.87,3,17,Clothing,Medium-Value,0
53,24951,82.33,9,40,Beauty,Low-Value,1
35,126402,68.06,1,48,Furniture,Low-Value,1
32,48333,79.0,4,14,Groceries,Medium-Value,0
68,41673,81.52,6,10,Clothing,Low-Value,0
30,134421,8.47,9,45,Electronics,Low-Value,0
36,60870,62.3,3,33,Beauty,Low-Value,1
66,141945,0.68,3,42,Clothing,Medium-Value,1
23,147536,4.35,5,12,Groceries,Medium-Value,1
65,91101,90.4,7,32,Clothing,High-Value,1
29,42821,52.76,5,49,Beauty,Low-Value,0
68,45494,73.59,8,24,Furniture,Low-Value,0
54,119477,83.85,5,14,Electronics,Low-Value,1
34,146083,94.96,7,5,Furniture,High-Value,1
40,94160,86.94,6,5,Furniture,Medium-Value,1
43,132698,48.33,2,47,Beauty,Medium-Value,0
46,131560,33.6,3,32,Furniture,High-Value,0
50,20835,15.45,4,45,Furniture,Low-Value,0
44,145126,40.03,5,49,Beauty,Low-Value,0
42,38646,36.65,9,33,Beauty,Medium-Value,1
27,143777,55.96,6,46,Groceries,Medium-Value,1
64,97360,66.55,1,4,Furniture,Medium-Value,1
40,57335,97.83,3,30,Clothing,Medium-Value,1
38,89351,72.84,7,41,Electronics,Medium-Value,1
38,134934,64.37,8,17,Electronics,High-Value,1
60,22429,33.51,7,3,Beauty,Medium-Value,1
30,61950,3.45,5,13,Beauty,Low-Value,0
54,80654,28.81,8,44,Groceries,Medium-Value,1
50,127422,76.84,9,48,Furniture,Medium-Value,1
41,129934,20.53,7,36,Beauty,Medium-Value,1
61,139975,71.22,9,18,Beauty,Low-Value,1
28,88143,57.98,1,23,Electronics,Low-Value,1
34,111186,17.19,9,35,Furniture,Low-Value,0
21,124234,26.16,3,49,Groceries,High-Value,0
64,117889,49.63,6,33,Beauty,Low-Value,1
42,122326,41.84,8,36,Beauty,Medium-Value,1
47,97527,77.86,3,17,Beauty,Medium-Value,1
26,106704,73.44,4,39,Electronics,High-Value,1
38,51099,57.46,7,34,Beauty,Medium-Value,1
37,59385,82.23,7,12,Beauty,High-Value,1
36,55919,56.27,4,5,Electronics,Medium-Value,0
36,116952,96.44,9,48,Beauty,High-Value,1
29,80782,21.72,3,40,Furniture,Low-Value,0
54,91116,71.41,8,27,Furniture,Medium-Value,1
59,92590,36.99,8,40,Electronics,High-Value,1
34,109626,27.9,4,13,Furniture,Low-Value,1
54,60387,18.04,7,26,Groceries,High-Value,0
65,35823,55.25,4,14,Beauty,Low-Value,0
56,66015,21.55,1,32,Groceries,Low-Value,1
45,122877,20.04,1,11,Furniture,Low-Value,0
58,35339,99.05,1,38,Electronics,Medium-Value,1
52,149949,80.17,2,16,Electronics,Low-Value,0
64,23491,74.83,6,22,Groceries,Low-Value,1
65,20706,79.41,5,47,Furniture,High-Value,1
35,117493,96.89,2,16,Beauty,High-Value,1
31,35728,57.33,8,13,Furniture,Low-Value,1
52,26997,22.02,9,12,Furniture,Medium-Value,0
61,123537,86.22,7,18,Electronics,Medium-Value,1
58,80408,74.27,9,29,Clothing,Low-Value,1
24,78097,41.43,4,18,Beauty,Medium-Value,0
58,149526,47.36,7,46,Beauty,Medium-Value,1
30,58523,41.13,5,2,Electronics,Medium-Value,0
35,141648,92.99,5,2,Furniture,Medium-Value,0
54,45163,34.35,3,3,Electronics,Medium-Value,0
30,37718,96.35,9,29,Furniture,Low-Value,1
53,107508,91.03,5,8,Clothing,Medium-Value,1
48,103767,63.05,6,11,Clothing,Medium-Value,1
19,59619,57.98,3,12,Groceries,Medium-Value,1
33,32126,37.01,7,32,Furniture,Medium-Value,0
26,109131,1.83,9,4,Electronics,Medium-Value,0
26,84926,12.76,9,9,Electronics,Low-Value,1
55,60633,75.42,5,24,Electronics,Medium-Value,0
28,97654,47.15,7,49,Groceries,Medium-Value,1
39,23317,14.98,3,16,Beauty,Medium-Value,0
50,64980,26.4,6,17,Electronics,Medium-Value,0
53,64115,94.78,8,47,Clothing,Low-Value,1
62,81646,36.71,8,22,Electronics,Medium-Value,1
40,63158,90.77,2,7,Electronics,Low-Value,0
62,75963,30.46,6,10,Electronics,Low-Value,0
62,67631,54.32,7,29,Beauty,Medium-Value,1
51,69316,2.05,7,36,Electronics,Low-Value,1
26,125364,52.19,3,24,Beauty,Low-Value,1
41,79342,63.69,9,46,Beauty,Low-Value,1
25,35504,23.43,2,14,Groceries,Medium-Value,1
24,88593,57.89,3,14,Clothing,Low-Value,0
53,46660,64.72,2,25,Electronics,Medium-Value,0
35,57196,68.69,9,46,Electronics,Medium-Value,1
20,85938,77.64,4,22,Electronics,Medium-Value,0
45,28605,31.13,2,47,Beauty,Low-Value,1
23,77388,56.78,3,23,Furniture,Medium-Value,0
61,101297,98.16,4,32,Clothing,Low-Value,1
61,75501,89.81,6,26,Electronics,Low-Value,1
38,73309,95.27,5,27,Furniture,Low-Value,1
45,47043,38.61,3,45,Furniture,Low-Value,0
57,53635,78.69,8,12,Furniture,High-Value,1
18,99315,61.99,8,19,Clothing,Medium-Value,1
53,100691,8.27,7,19,Furniture,Low-Value,1
38,126514,82.4,3,34,Electronics,High-Value,1
60,53132,67.71,1,32,Electronics,Low-Value,1
52,109387,19.89,5,29,Groceries,Medium-Value,0
30,35366,7.97,1,21,Beauty,High-Value,1
66,113944,83.7,6,35,Furniture,High-Value,1
27,92107,7.89,7,42,Beauty,Low-Value,1
61,82580,9.14,5,5,Beauty,Medium-Value,1
64,135267,42.74,4,12,Beauty,Low-Value,1
27,142362,13.48,2,7,Beauty,Low-Value,0
63,77889,91.37,5,41,Beauty,Medium-Value,1
30,99553,47.03,9,2,Electronics,Medium-Value,1
54,59236,56.92,4,25,Clothing,Low-Value,0
55,24150,92.81,2,10,Furniture,Low-Value,0
41,131369,53.03,6,38,Furniture,Low-Value,1
19,39423,35.36,8,44,Electronics,Low-Value,0
39,24137,79.72,2,6,Electronics,Low-Value,1
34,49992,44.29,9,27,Beauty,High-Value,1
53,130540,31.85,7,35,Clothing,Low-Value,0
31,114438,72.32,2,10,Furniture,Low-Value,1
27,135140,80.16,5,9,Groceries,Medium-Value,1
52,64921,79.17,5,20,Electronics,Medium-Value,0
42,141225,97.77,7,37,Groceries,Medium-Value,1
